economy_label,vessel_type,avg_vessel_age,median_time_in_port,avg_size_GT,avg_cargo_capacity_DWT,avg_container_capacity_TEU,max_size_GT,max_cargo_capacity_DWT,max_container_capacity_TEU,period
Italy,Container ships,17,1.04,38547,,3522.0,232618,,23964.0,2022-S1
Italy,Passenger ships,29,,7339,,,235600,,,2022-S1
Japan,All_Vessel_Types,14,0.42,10111,15391.0,1529.0,165541,327017.0,14336.0,2022-S1
Japan,Liquid bulk carriers,12,0.31,8247,13980.0,,165541,322861.0,,2022-S1
Japan,Liquefied petroleum gas carriers,13,0.34,7042,7674.0,,51035,58757.0,,2022-S1
Japan,Liquefied natural gas carriers,14,1.01,69123,49931.0,,149367,122079.0,,2022-S1
Japan,Dry bulk carriers,14,0.8,17084,29632.0,,161294,327017.0,,2022-S1
Japan,Dry breakbulk carriers,15,1.22,6929,9406.0,,66870,138743.0,,2022-S1
Japan,Roll-on/ roll-off ships,12,,17025,7440.0,,76420,43878.0,,2022-S1
Japan,Container ships,14,0.38,15801,,1529.0,151015,,14336.0,2022-S1
Japan,Passenger ships,16,,4484,,,50444,,,2022-S1
"Korea, Republic of",All_Vessel_Types,15,0.88,18842,21259.0,2849.0,236583,326932.0,23992.0,2022-S1
"Korea, Republic of",Liquid bulk carriers,13,0.74,13823,23823.0,,170611,323182.0,,2022-S1
"Korea, Republic of",Liquefied petroleum gas carriers,14,0.8,7868,8584.0,,60783,64012.0,,2022-S1
"Korea, Republic of",Liquefied natural gas carriers,12,1.05,109322,87462.0,,168189,155159.0,,2022-S1
"Korea, Republic of",Dry bulk carriers,13,2.5,30258,54270.0,,173756,326932.0,,2022-S1
"Korea, Republic of",Dry breakbulk carriers,20,1.17,5228,7652.0,,91649,138743.0,,2022-S1
"Korea, Republic of",Roll-on/ roll-off ships,20,,26175,10747.0,,76420,38500.0,,2022-S1
"Korea, Republic of",Container ships,14,0.73,30479,,2849.0,236583,,23992.0,2022-S1
"Korea, Republic of",Passenger ships,12,,17839,,,35187,,,2022-S1
Netherlands (Kingdom of the),All_Vessel_Types,18,0.64,13348,15394.0,2812.0,236583,399821.0,23992.0,2022-S1
Netherlands (Kingdom of the),Liquid bulk carriers,17,0.61,9957,18386.0,,163465,321300.0,,2022-S1
Netherlands (Kingdom of the),Liquefied petroleum gas carriers,15,0.98,6952,7678.0,,49567,58811.0,,2022-S1
Netherlands (Kingdom of the),Liquefied natural gas carriers,6,1.04,84937,66012.0,,139050,98936.0,,2022-S1
Netherlands (Kingdom of the),Dry bulk carriers,11,1.15,38989,70083.0,,197453,399821.0,,2022-S1
Netherlands (Kingdom of the),Dry breakbulk carriers,21,0.43,3900,5218.0,,91784,116173.0,,2022-S1
Netherlands (Kingdom of the),Roll-on/ roll-off ships,23,,17183,6619.0,,76420,48988.0,,2022-S1
Netherlands (Kingdom of the),Container ships,16,0.89,30203,,2812.0,236583,,23992.0,2022-S1
Netherlands (Kingdom of the),Passenger ships,15,,14760,,,184089,,,2022-S1
Norway,All_Vessel_Types,13,0.42,4080,7375.0,809.0,184089,320780.0,1875.0,2022-S1
Norway,Liquid bulk carriers,15,0.61,11456,18616.0,,162614,320780.0,,2022-S1
Norway,Liquefied petroleum gas carriers,11,0.79,7902,8466.0,,37366,42543.0,,2022-S1
Norway,Liquefied natural gas carriers,17,0.31,7970,5500.0,,121597,88797.0,,2022-S1
Norway,Dry bulk carriers,15,0.81,19551,33108.0,,107879,209114.0,,2022-S1
Norway,Dry breakbulk carriers,24,0.33,2810,3418.0,,42515,62000.0,,2022-S1
Norway,Roll-on/ roll-off ships,18,,11384,6991.0,,70853,27343.0,,2022-S1
Norway,Container ships,18,0.35,8542,,809.0,17488,,1875.0,2022-S1
Norway,Passenger ships,12,,3957,,,184089,,,2022-S1
Philippines,All_Vessel_Types,19,0.97,7244,11878.0,1577.0,151094,297442.0,6350.0,2022-S1
Philippines,Liquid bulk carriers,13,0.85,7176,11451.0,,65552,114644.0,,2022-S1
Philippines,Liquefied petroleum gas carriers,16,0.75,7227,8270.0,,50174,58814.0,,2022-S1
Philippines,Dry bulk carriers,14,4.7,26622,47029.0,,151094,297442.0,,2022-S1
Philippines,Dry breakbulk carriers,21,0.93,4096,5435.0,,49091,63581.0,,2022-S1
Philippines,Roll-on/ roll-off ships,27,,16738,7530.0,,63004,31801.0,,2022-S1
Philippines,Container ships,17,0.94,17135,,1577.0,71821,,6350.0,2022-S1
Philippines,Passenger ships,20,,3659,,,75904,,,2022-S1
Russian Federation,All_Vessel_Types,24,1.68,13434,20519.0,1417.0,128975,181458.0,8600.0,2022-S1
Russian Federation,Liquid bulk carriers,21,1.24,16952,29175.0,,87146,167282.0,,2022-S1
Russian Federation,Liquefied petroleum gas carriers,17,2.02,10083,11942.0,,18425,23273.0,,2022-S1
Russian Federation,Liquefied natural gas carriers,10,1.07,99471,72619.0,,128975,97000.0,,2022-S1
Russian Federation,Dry bulk carriers,16,2.62,27152,47497.0,,94970,181458.0,,2022-S1
Russian Federation,Dry breakbulk carriers,29,2.17,4559,6061.0,,84503,138743.0,,2022-S1
Russian Federation,Roll-on/ roll-off ships,32,,11074,5772.0,,58250,22910.0,,2022-S1
Russian Federation,Container ships,17,1.7,15756,,1417.0,96628,,8600.0,2022-S1
Russian Federation,Passenger ships,30,,7497,,,12288,,,2022-S1
Singapore,All_Vessel_Types,12,0.76,25519,19580.0,5320.0,236583,323183.0,23964.0,2022-S1
Singapore,Liquid bulk carriers,11,0.65,11780,19788.0,,170611,323183.0,,2022-S1
Singapore,Liquefied petroleum gas carriers,15,1.08,7180,8039.0,,50676,58448.0,,2022-S1
Singapore,Liquefied natural gas carriers,9,1.28,102828,79931.0,,144828,121730.0,,2022-S1
Singapore,Dry bulk carriers,9,0.23,15394,24373.0,,112164,209801.0,,2022-S1
Singapore,Dry breakbulk carriers,16,0.86,8855,13118.0,,91649,138743.0,,2022-S1
Singapore,Roll-on/ roll-off ships,15,,54345,17919.0,,76420,43878.0,,2022-S1
Singapore,Container ships,14,0.95,57001,,5320.0,236583,,23964.0,2022-S1
Singapore,Passenger ships,8,,80329,,,169379,,,2022-S1
Spain,All_Vessel_Types,17,0.93,17097,16621.0,3157.0,236583,314014.0,23964.0,2022-S1
Spain,Liquid bulk carriers,13,0.89,11684,19302.0,,160682,314014.0,,2022-S1
Spain,Liquefied petroleum gas carriers,12,1.01,7833,8843.0,,48600,55076.0,,2022-S1
Spain,Liquefied natural gas carriers,9,1.06,99072,77044.0,,163922,130441.0,,2022-S1
Spain,Dry bulk carriers,14,1.87,26536,46280.0,,107761,209472.0,,2022-S1
Spain,Dry breakbulk carriers,17,1.19,5109,7195.0,,91784,116173.0,,2022-S1
Spain,Roll-on/ roll-off ships,14,,23991,8288.0,,76420,45200.0,,2022-S1
Spain,Container ships,16,0.7,34094,,3157.0,236583,,23964.0,2022-S1
Spain,Passenger ships,19,,15446,,,235600,,,2022-S1
Sweden,All_Vessel_Types,24,0.82,16713,8837.0,1613.0,214286,320780.0,19630.0,2022-S1
Sweden,Liquid bulk carriers,15,0.68,8737,13260.0,,162614,320780.0,,2022-S1
Sweden,Liquefied petroleum gas carriers,14,0.96,7862,8570.0,,50468,54901.0,,2022-S1
Sweden,Liquefied natural gas carriers,7,0.79,12278,8585.0,,16100,12268.0,,2022-S1
Sweden,Dry bulk carriers,29,0.51,6813,10000.0,,49206,85206.0,,2022-S1
Sweden,Dry breakbulk carriers,22,1.02,3787,5348.0,,39433,61250.0,,2022-S1
Sweden,Roll-on/ roll-off ships,20,,28260,11765.0,,76420,34960.0,,2022-S1
Sweden,Container ships,17,0.78,17293,,1613.0,214286,,19630.0,2022-S1
Sweden,Passenger ships,26,,20777,,,181541,,,2022-S1
Turkiye,All_Vessel_Types,25,1.28,5449,17443.0,2935.0,232618,211182.0,22000.0,2022-S1
Turkiye,Liquid bulk carriers,14,1.2,18583,32107.0,,86628,167295.0,,2022-S1
Turkiye,Liquefied petroleum gas carriers,19,1.17,15898,18541.0,,49231,55432.0,,2022-S1
Turkiye,Liquefied natural gas carriers,8,1.21,112158,89106.0,,141671,99025.0,,2022-S1
Turkiye,Dry bulk carriers,16,4.05,25496,44119.0,,109716,211182.0,,2022-S1
Turkiye,Dry breakbulk carriers,28,1.49,4225,5951.0,,43528,72562.0,,2022-S1
Turkiye,Roll-on/ roll-off ships,28,,22515,9377.0,,76420,45200.0,,2022-S1
Turkiye,Container ships,18,0.73,31964,,2935.0,232618,,22000.0,2022-S1
Turkiye,Passenger ships,26,,1714,,,167704,,,2022-S1
United Kingdom,All_Vessel_Types,19,1.21,13975,12913.0,3309.0,235579,319778.0,23992.0,2022-S1
United Kingdom,Liquid bulk carriers,15,1.07,12997,21683.0,,161296,319778.0,,2022-S1
United Kingdom,Liquefied petroleum gas carriers,12,1.1,7012,7626.0,,47922,53999.0,,2022-S1
United Kingdom,Liquefied natural gas carriers,8,1.22,94300,76612.0,,168189,154940.0,,2022-S1
United Kingdom,Dry bulk carriers,14,2.88,25873,44257.0,,107879,208445.0,,2022-S1
United Kingdom,Dry breakbulk carriers,20,1.54,3566,4962.0,,48292,72927.0,,2022-S1
United Kingdom,Roll-on/ roll-off ships,15,,24187,9698.0,,100430,55828.0,,2022-S1
United Kingdom,Container ships,17,0.89,35730,,3309.0,235579,,23992.0,2022-S1
United Kingdom,Passenger ships,20,,12511,,,184089,,,2022-S1
United States of America,All_Vessel_Types,27,1.7,17666,48498.0,5183.0,235600,319993.0,19273.0,2022-S1
United States of America,Liquid bulk carriers,11,1.63,35495,61524.0,,170562,319993.0,,2022-S1
United States of America,Liquefied petroleum gas carriers,10,1.81,30302,34487.0,,60784,63770.0,,2022-S1
United States of America,Liquefied natural gas carriers,6,1.33,108179,85917.0,,149367,109661.0,,2022-S1
United States of America,Dry bulk carriers,16,2.7,30341,53750.0,,109529,210000.0,,2022-S1
United States of America,Dry breakbulk carriers,18,2.04,12697,17006.0,,61185,80344.0,,2022-S1
United States of America,Roll-on/ roll-off ships,14,,59611,21852.0,,100430,55828.0,,2022-S1
United States of America,Container ships,16,1.43,57959,,5183.0,196670,,19273.0,2022-S1
United States of America,Passenger ships,31,,8830,,,235600,,,2022-S1
World,All_Vessel_Types,18,1.02,14062,25610.0,3432.0,236673,404389.0,24004.0,2022-S2
World,Liquid bulk carriers,15,0.98,16112,28338.0,,170618,323514.0,,2022-S2
World,Liquefied petroleum gas carriers,15,1.04,10894,12206.0,,60784,64220.0,,2022-S2
World,Liquefied natural gas carriers,12,1.12,96141,75255.0,,168189,155159.0,,2022-S2
World,Dry bulk carriers,14,2.14,32448,58122.0,,204014,404389.0,,2022-S2
World,Dry breakbulk carriers,21,1.09,5532,7652.0,,91784,116173.0,,2022-S2
World,Roll-on/ roll-off ships,17,,26417,10575.0,,100430,55828.0,,2022-S2
World,Container ships,15,0.77,37147,,3432.0,236673,,24004.0,2022-S2
World,Passenger ships,20,,8294,,,235600,,,2022-S2
Australia,All_Vessel_Types,17,1.56,32881,82234.0,4598.0,168666,297902.0,9578.0,2022-S2
Australia,Liquid bulk carriers,9,1.32,24427,41487.0,,85504,158694.0,,2022-S2
Australia,Liquefied petroleum gas carriers,8,0.82,12763,13737.0,,51035,58814.0,,2022-S2
Australia,Liquefied natural gas carriers,10,1.2,111819,86185.0,,149367,97975.0,,2022-S2
Australia,Dry bulk carriers,11,1.66,60048,112390.0,,152311,297902.0,,2022-S2
Australia,Dry breakbulk carriers,12,2.16,18142,26849.0,,54588,80500.0,,2022-S2
Australia,Roll-on/ roll-off ships,11,,42265,15276.0,,76420,43878.0,,2022-S2
Australia,Container ships,14,1.58,49877,,4598.0,109712,,9578.0,2022-S2
Australia,Passenger ships,27,,6256,,,168666,,,2022-S2
Canada,All_Vessel_Types,25,0.46,12071,32981.0,4913.0,176546,321300.0,16000.0,2022-S2
Canada,Liquid bulk carriers,13,1.02,22500,37271.0,,162706,321300.0,,2022-S2
Canada,Liquefied petroleum gas carriers,8,1.39,48020,54220.0,,51035,58757.0,,2022-S2
Canada,Dry bulk carriers,22,0.19,26850,45735.0,,109631,210000.0,,2022-S2
Canada,Dry breakbulk carriers,9,0.14,9167,11173.0,,39258,61670.0,,2022-S2
Canada,Roll-on/ roll-off ships,15,,12874,6342.0,,100430,55828.0,,2022-S2
Canada,Container ships,15,1.73,55058,,4913.0,176546,,16000.0,2022-S2
Canada,Passenger ships,28,,8239,,,169116,,,2022-S2
China,All_Vessel_Types,13,1.11,33458,46080.0,4516.0,236673,404389.0,24004.0,2022-S2
China,Liquid bulk carriers,12,1.14,20594,35912.0,,170611,323514.0,,2022-S2
China,Liquefied petroleum gas carriers,14,1.04,9975,10849.0,,60784,64220.0,,2022-S2
China,Liquefied natural gas carriers,10,1.22,101184,81230.0,,168189,155159.0,,2022-S2
China,Dry bulk carriers,14,2.08,43016,78647.0,,204014,404389.0,,2022-S2
China,Dry breakbulk carriers,17,1.52,10885,15106.0,,91649,103378.0,,2022-S2
China,Roll-on/ roll-off ships,13,,28128,9914.0,,76420,38500.0,,2022-S2
China,Container ships,13,0.7,48055,,4516.0,236673,,24004.0,2022-S2
China,Passenger ships,12,,21024,,,77499,,,2022-S2
Croatia,All_Vessel_Types,18,1.39,3902,20954.0,3688.0,164998,179276.0,15413.0,2022-S2
Croatia,Liquid bulk carriers,16,1.05,15394,26025.0,,84029,159855.0,,2022-S2
Croatia,Liquefied natural gas carriers,6,1.99,109033,88446.0,,136980,121946.0,,2022-S2
Croatia,Dry bulk carriers,26,3.18,17879,31363.0,,93274,179276.0,,2022-S2
Croatia,Dry breakbulk carriers,23,2.98,4524,6300.0,,23930,38209.0,,2022-S2
Croatia,Container ships,16,0.68,39928,,3688.0,153773,,15413.0,2022-S2
Croatia,Passenger ships,18,,3547,,,164998,,,2022-S2
Denmark,All_Vessel_Types,21,0.76,10045,7445.0,2026.0,214286,177651.0,19630.0,2022-S2
Denmark,Liquid bulk carriers,17,0.7,7662,12220.0,,82870,159540.0,,2022-S2
Denmark,Liquefied petroleum gas carriers,12,1.22,3885,4088.0,,5440,4999.0,,2022-S2
Denmark,Dry bulk carriers,15,0.81,8945,14717.0,,91775,177651.0,,2022-S2
Denmark,Dry breakbulk carriers,23,0.8,3268,4543.0,,30351,50640.0,,2022-S2
Denmark,Roll-on/ roll-off ships,19,,23744,11230.0,,72708,48988.0,,2022-S2
Denmark,Container ships,16,0.64,22130,,2026.0,214286,,19630.0,2022-S2
Denmark,Passenger ships,21,,10455,,,183200,,,2022-S2
France,All_Vessel_Types,18,1.18,21882,19491.0,4980.0,236583,320780.0,23964.0,2022-S2
France,Liquid bulk carriers,13,1.05,13656,23416.0,,170611,320780.0,,2022-S2
France,Liquefied petroleum gas carriers,12,1.18,9976,11135.0,,49567,55316.0,,2022-S2
France,Liquefied natural gas carriers,9,1.14,107081,83412.0,,163922,130171.0,,2022-S2
France,Dry bulk carriers,14,2.97,25543,44393.0,,95309,182913.0,,2022-S2
France,Dry breakbulk carriers,19,1.48,4459,6557.0,,44522,62361.0,,2022-S2
France,Roll-on/ roll-off ships,18,,26459,11323.0,,76420,45200.0,,2022-S2
France,Container ships,14,1.03,54570,,4980.0,236583,,23964.0,2022-S2
France,Passenger ships,20,,22356,,,235600,,,2022-S2
Germany,All_Vessel_Types,21,0.66,12661,10114.0,4743.0,236583,319911.0,24004.0,2022-S2
Germany,Liquid bulk carriers,19,0.43,4971,9181.0,,164680,319911.0,,2022-S2
Germany,Liquefied petroleum gas carriers,14,0.7,6137,6789.0,,37366,43538.0,,2022-S2
Germany,Dry bulk carriers,12,2.7,31062,54181.0,,107741,209935.0,,2022-S2
Germany,Dry breakbulk carriers,28,0.63,3536,5132.0,,54732,72800.0,,2022-S2
Germany,Roll-on/ roll-off ships,17,,30588,12826.0,,100430,55828.0,,2022-S2
Germany,Container ships,14,1.17,51470,,4743.0,236583,,24004.0,2022-S2
Germany,Passenger ships,21,,11527,,,185206,,,2022-S2
Greece,All_Vessel_Types,23,0.76,8509,8185.0,4353.0,235579,320000.0,23992.0,2022-S2
Greece,Liquid bulk carriers,21,0.57,5561,8795.0,,160000,320000.0,,2022-S2
Greece,Liquefied petroleum gas carriers,26,0.96,5131,6172.0,,44673,49996.0,,2022-S2
Greece,Liquefied natural gas carriers,8,1.08,103176,82385.0,,121597,96811.0,,2022-S2
Greece,Dry bulk carriers,26,0.43,8313,14209.0,,43673,82600.0,,2022-S2
Greece,Dry breakbulk carriers,33,1.1,2926,4076.0,,40350,61537.0,,2022-S2
Greece,Roll-on/ roll-off ships,35,,15251,6515.0,,76420,48988.0,,2022-S2
Greece,Container ships,16,0.95,46427,,4353.0,235579,,23992.0,2022-S2
Greece,Passenger ships,23,,7893,,,167704,,,2022-S2
Indonesia,All_Vessel_Types,21,1.25,7903,17169.0,1170.0,176546,308491.0,16000.0,2022-S2
Indonesia,Liquid bulk carriers,16,1.36,8841,13846.0,,159187,308491.0,,2022-S2
Indonesia,Liquefied petroleum gas carriers,20,1.06,8111,8768.0,,52666,59479.0,,2022-S2
Indonesia,Liquefied natural gas carriers,17,1.44,98123,75242.0,,128806,96811.0,,2022-S2
Indonesia,Dry bulk carriers,18,2.64,25853,45622.0,,109716,208610.0,,2022-S2
Indonesia,Dry breakbulk carriers,21,1.09,5090,6799.0,,54695,72562.0,,2022-S2
Indonesia,Roll-on/ roll-off ships,26,,11774,5433.0,,76299,31801.0,,2022-S2
Indonesia,Container ships,16,0.97,13301,,1170.0,176546,,16000.0,2022-S2
Indonesia,Passenger ships,22,,5284,,,150695,,,2022-S2
Italy,All_Vessel_Types,27,1.31,10706,20658.0,3540.0,235600,299999.0,23756.0,2022-S2
Italy,Liquid bulk carriers,19,1.24,17419,29608.0,,157477,299999.0,,2022-S2
Italy,Liquefied petroleum gas carriers,16,1.56,8548,9783.0,,48008,54520.0,,2022-S2
Italy,Liquefied natural gas carriers,21,2.36,44920,32764.0,,66174,48817.0,,2022-S2
Italy,Dry bulk carriers,14,4.45,26874,46718.0,,107806,208611.0,,2022-S2
Italy,Dry breakbulk carriers,20,1.98,6730,9415.0,,54730,73296.0,,2022-S2
Italy,Roll-on/ roll-off ships,13,,35628,13681.0,,76420,46634.0,,2022-S2
Italy,Container ships,17,0.94,38998,,3540.0,232618,,23756.0,2022-S2
Italy,Passenger ships,29,,8248,,,235600,,,2022-S2
Japan,All_Vessel_Types,14,0.42,10074,15530.0,1549.0,194308,327017.0,19224.0,2022-S2
Japan,Liquid bulk carriers,12,0.31,9002,15400.0,,166094,322861.0,,2022-S2
Japan,Liquefied petroleum gas carriers,13,0.34,6248,6831.0,,52868,58899.0,,2022-S2
Japan,Liquefied natural gas carriers,13,1.01,66944,48916.0,,149367,121935.0,,2022-S2
Japan,Dry bulk carriers,14,0.77,16908,29214.0,,161294,327017.0,,2022-S2
Japan,Dry breakbulk carriers,14,1.13,6848,9104.0,,66870,80344.0,,2022-S2
Japan,Roll-on/ roll-off ships,12,,16876,7383.0,,76420,46634.0,,2022-S2
Japan,Container ships,13,0.38,16125,,1549.0,194308,,19224.0,2022-S2
Japan,Passenger ships,16,,4651,,,50444,,,2022-S2
"Korea, Republic of",All_Vessel_Types,15,0.85,19185,22007.0,2963.0,236583,326932.0,23964.0,2022-S2
"Korea, Republic of",Liquid bulk carriers,13,0.73,14644,25415.0,,170618,323514.0,,2022-S2
"Korea, Republic of",Liquefied petroleum gas carriers,13,0.8,7783,8507.0,,60776,64012.0,,2022-S2
"Korea, Republic of",Liquefied natural gas carriers,12,1.03,109667,86394.0,,168189,155159.0,,2022-S2
"Korea, Republic of",Dry bulk carriers,14,2.27,29304,52589.0,,161294,326932.0,,2022-S2
"Korea, Republic of",Dry breakbulk carriers,19,1.14,5541,7979.0,,91784,116173.0,,2022-S2
"Korea, Republic of",Roll-on/ roll-off ships,20,,27335,11201.0,,76420,46634.0,,2022-S2
"Korea, Republic of",Container ships,13,0.69,31817,,2963.0,236583,,23964.0,2022-S2
"Korea, Republic of",Passenger ships,12,,15379,,,48035,,,2022-S2
Netherlands (Kingdom of the),All_Vessel_Types,18,0.55,12391,15792.0,2852.0,236583,321300.0,24004.0,2022-S2
Netherlands (Kingdom of the),Liquid bulk carriers,17,0.52,9258,18074.0,,170611,321300.0,,2022-S2
Netherlands (Kingdom of the),Liquefied petroleum gas carriers,14,1.01,7195,7966.0,,50400,58757.0,,2022-S2
Netherlands (Kingdom of the),Liquefied natural gas carriers,8,1.07,79336,62981.0,,141671,104561.0,,2022-S2
Netherlands (Kingdom of the),Dry bulk carriers,11,1.35,38427,69047.0,,150918,297541.0,,2022-S2
Netherlands (Kingdom of the),Dry breakbulk carriers,24,0.38,3727,5409.0,,84503,98370.0,,2022-S2
Netherlands (Kingdom of the),Roll-on/ roll-off ships,22,,20144,7986.0,,76420,34960.0,,2022-S2
Netherlands (Kingdom of the),Container ships,16,0.84,30785,,2852.0,236583,,24004.0,2022-S2
Netherlands (Kingdom of the),Passenger ships,16,,13551,,,185206,,,2022-S2
Norway,All_Vessel_Types,13,0.44,3999,7322.0,779.0,184089,320926.0,1350.0,2022-S2
Norway,Liquid bulk carriers,16,0.61,10405,16677.0,,166308,320926.0,,2022-S2
Norway,Liquefied petroleum gas carriers,11,0.86,9641,10627.0,,47500,54650.0,,2022-S2
Norway,Liquefied natural gas carriers,15,0.32,25094,18475.0,,121597,96811.0,,2022-S2
Norway,Dry bulk carriers,16,0.85,18331,30456.0,,108151,209177.0,,2022-S2
Norway,Dry breakbulk carriers,24,0.35,2826,3394.0,,37150,50640.0,,2022-S2
Norway,Roll-on/ roll-off ships,19,,10721,6622.0,,70853,28092.0,,2022-S2
Norway,Container ships,18,0.35,8392,,779.0,16137,,1350.0,2022-S2
Norway,Passenger ships,13,,3877,,,184089,,,2022-S2
Philippines,All_Vessel_Types,18,0.99,7263,11519.0,1636.0,151094,297442.0,6570.0,2022-S2
Philippines,Liquid bulk carriers,13,0.86,6499,10335.0,,65696,115024.0,,2022-S2
Philippines,Liquefied petroleum gas carriers,16,0.71,7477,8458.0,,49997,55333.0,,2022-S2
Philippines,Dry bulk carriers,14,5.15,26691,47107.0,,151094,297442.0,,2022-S2
Philippines,Dry breakbulk carriers,20,0.93,4080,5411.0,,66870,71691.0,,2022-S2
Philippines,Roll-on/ roll-off ships,27,,20100,8484.0,,76299,26988.0,,2022-S2
Philippines,Container ships,17,1.01,17705,,1636.0,72884,,6570.0,2022-S2
Philippines,Passenger ships,19,,3848,,,29064,,,2022-S2
Russian Federation,All_Vessel_Types,27,1.42,10933,16817.0,1140.0,136716,181352.0,4132.0,2022-S2
Russian Federation,Liquid bulk carriers,23,1.11,14734,25142.0,,87146,166300.0,,2022-S2
Russian Federation,Liquefied petroleum gas carriers,22,1.79,10395,12606.0,,18425,22911.0,,2022-S2
Russian Federation,Liquefied natural gas carriers,10,1.09,100768,73744.0,,136716,97000.0,,2022-S2
Russian Federation,Dry bulk carriers,18,2.78,27391,48421.0,,94934,181352.0,,2022-S2
Russian Federation,Dry breakbulk carriers,31,1.56,4202,5559.0,,84503,98370.0,,2022-S2
Russian Federation,Roll-on/ roll-off ships,32,,9882,5420.0,,50308,16178.0,,2022-S2
Russian Federation,Container ships,20,1.74,12834,,1140.0,39812,,4132.0,2022-S2
Russian Federation,Passenger ships,28,,7104,,,38557,,,2022-S2
Singapore,All_Vessel_Types,12,0.75,25808,18934.0,5117.0,236583,321300.0,23964.0,2022-S2
Singapore,Liquid bulk carriers,11,0.64,11220,18800.0,,170611,321300.0,,2022-S2
Singapore,Liquefied petroleum gas carriers,13,1.23,9430,10769.0,,51035,56864.0,,2022-S2
Singapore,Liquefied natural gas carriers,10,1.29,105058,84103.0,,144978,121946.0,,2022-S2
Singapore,Dry bulk carriers,13,2.02,21373,35723.0,,151307,298172.0,,2022-S2
Singapore,Dry breakbulk carriers,16,0.82,9604,12956.0,,91649,103378.0,,2022-S2
Singapore,Roll-on/ roll-off ships,15,,54153,17869.0,,76420,43878.0,,2022-S2
Singapore,Container ships,14,0.88,54716,,5117.0,236583,,23964.0,2022-S2
Singapore,Passenger ships,8,,121740,,,169379,,,2022-S2
Spain,All_Vessel_Types,18,0.88,16723,16522.0,3044.0,236583,318953.0,23964.0,2022-S2
Spain,Liquid bulk carriers,13,0.86,11335,18709.0,,165571,318953.0,,2022-S2
Spain,Liquefied petroleum gas carriers,12,1.08,8193,9255.0,,50468,55432.0,,2022-S2
Spain,Liquefied natural gas carriers,11,1.04,96008,75646.0,,163922,130298.0,,2022-S2
Spain,Dry bulk carriers,15,2.25,25770,44814.0,,107879,208445.0,,2022-S2
Spain,Dry breakbulk carriers,17,1.26,5183,7275.0,,48292,73296.0,,2022-S2
Spain,Roll-on/ roll-off ships,13,,25984,9085.0,,76420,46634.0,,2022-S2
Spain,Container ships,16,0.65,33109,,3044.0,236583,,23964.0,2022-S2
Spain,Passenger ships,20,,15051,,,235600,,,2022-S2
Sweden,All_Vessel_Types,23,0.82,17319,9097.0,1638.0,214286,319725.0,19630.0,2022-S2
Sweden,Liquid bulk carriers,14,0.67,8489,12738.0,,166223,319725.0,,2022-S2
Sweden,Liquefied petroleum gas carriers,13,0.97,9640,10674.0,,49567,55115.0,,2022-S2
Sweden,Dry bulk carriers,27,0.56,8273,12877.0,,49445,85000.0,,2022-S2
Sweden,Dry breakbulk carriers,21,1.06,3846,5458.0,,37499,56816.0,,2022-S2
Sweden,Roll-on/ roll-off ships,19,,29439,12279.0,,76420,34960.0,,2022-S2
Sweden,Container ships,17,0.72,17410,,1638.0,214286,,19630.0,2022-S2
Sweden,Passenger ships,26,,21251,,,145000,,,2022-S2
Turkiye,All_Vessel_Types,25,1.24,5648,17314.0,2652.0,194308,305749.0,19462.0,2022-S2
Turkiye,Liquid bulk carriers,14,1.27,18857,32316.0,,159566,305749.0,,2022-S2
Turkiye,Liquefied petroleum gas carriers,19,1.24,17129,20004.0,,49231,55408.0,,2022-S2
Turkiye,Liquefied natural gas carriers,8,1.26,111905,89850.0,,141671,105602.0,,2022-S2
Turkiye,Dry bulk carriers,17,3.76,24462,42118.0,,107741,209801.0,,2022-S2
Turkiye,Dry breakbulk carriers,27,1.48,4335,6058.0,,74226,80067.0,,2022-S2
Turkiye,Roll-on/ roll-off ships,25,,25015,9999.0,,76420,45200.0,,2022-S2
Turkiye,Container ships,18,0.61,28827,,2652.0,194308,,19462.0,2022-S2
Turkiye,Passenger ships,26,,1965,,,167704,,,2022-S2
United Kingdom,All_Vessel_Types,19,1.15,14290,13198.0,3198.0,236228,319896.0,24004.0,2022-S2
United Kingdom,Liquid bulk carriers,15,1.07,13316,22113.0,,166178,319896.0,,2022-S2
United Kingdom,Liquefied petroleum gas carriers,11,1.1,6781,7330.0,,59226,51312.0,,2022-S2
United Kingdom,Liquefied natural gas carriers,8,1.23,100993,81194.0,,168189,154940.0,,2022-S2
United Kingdom,Dry bulk carriers,14,2.71,26284,45060.0,,94710,182309.0,,2022-S2
United Kingdom,Dry breakbulk carriers,19,1.51,3605,4982.0,,72275,81798.0,,2022-S2
United Kingdom,Roll-on/ roll-off ships,15,,24002,9769.0,,100430,55828.0,,2022-S2
United Kingdom,Container ships,16,0.78,34727,,3198.0,236228,,24004.0,2022-S2
United Kingdom,Passenger ships,20,,13062,,,204400,,,2022-S2
United States of America,All_Vessel_Types,26,1.65,18282,49015.0,5506.0,235600,322829.0,19224.0,2022-S2
United States of America,Liquid bulk carriers,11,1.65,36788,64011.0,,170611,322829.0,,2022-S2
United States of America,Liquefied petroleum gas carriers,8,1.79,31098,35161.0,,60784,64012.0,,2022-S2
United States of America,Liquefied natural gas carriers,6,1.39,106182,84739.0,,149367,121946.0,,2022-S2
United States of America,Dry bulk carriers,19,2.24,29296,52571.0,,109716,208530.0,,2022-S2
